"Pillar","Product","Module","Feature","Feature Owner","Release","Status NFS","Status WN","Feature Category","Tags ( AI / Redwood/AI Agent)","FDR Id","FDR Url","DCFR Ranking","OUPM Name","Prod Mngr Name","CDL Name","OMBP Mapping","Training Required? ","Reason why NF content cannot be built?","Implementation Feature? [Y/N] ","Qualifies for Certification question","Maps to Base Exam ( Provide base exam name)","Map to Delta Exam ( Provide Delta exam name)","List the Courses Impacted","Implementation Learning Path","CDL Assessment Complete?","Recording Date","Feature Classification","Combined Feature Video Name","CDL Daily Status Update","Type of Issue","Details of the Issue faced ","Response Received","Issue Resolution Outcome","Generate PPT (Exit From Grid View)","PPT Link","Recording","Video Ready for Pick-up","Video Ready Date","Review Status","Send Fixes Email To CDL","Video Review Fixes","PP Required?","QA Required?","PP Notes","Ready for PP","PP Dispatch Date","Post Production Resource","Post Production Start Date","Video ID","PP Complete","Post Production End Date","QA Dispatch Date","QA Resource","QA Date","QA Observations","QA Fixes Notification","QA Fixes?","QA Fixes Complete","QA Result ( Pass/ Fixes)","QA Complete","Setup Dispatch Date","Existing Setup Data","Setup Date","Awaiting Setup Data","MyLearn Link to Video","Container ID","Component ID","Transcript ID","Setup Status","OUPM Final Sign-off","LP Name","LP Description","Course Name","Course Description","Course Benefits","Course Keywords","Course Filters To Be Associated","Module Name","Final Overall Status","Target Release Date","Target Release Tier","Actual Release Date","Actual Release Tier","Feature GCC"
"HCM","Recruiting","Recruiting","Redwood Experience: View Pipeline Questions on Linked Job Applications",,"11.13.26.07.0","Ready","Published","Ready to use, small scale with prerequisite","Redwood",,,"NA","Anitha","Niki","Sarah",,"Yes",,"No","No",,,,,"Yes","7/20/2026","Combined Bundled NF","Pipeline Requisition Enhancements","PPT in Progress",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0311"
"HCM","Payroll","Payroll for the United States","Redwood Involuntary Deductions Component",,"11.13.26.07.0","New","Published","Ready to use, larger scale","Redwood",,,,"Anitha","Niki","Kurt",,"TBD","If configured in POD
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0312"
"HCM","Learning and Development","Learning Experience and Management","Redwood Media Player Updates",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,,"Anitha","Niki","TBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0313"
"HCM","Learning and Development","Learning Experience and Management","Redwood specialization management",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,,"Anitha","Niki","TBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0314"
"HCM","Time and Labor","Time and Labor","Redwood Time Card Enhancements",,"11.13.26.07.0","In Review","Published","Ready to use, small scale","Redwood",,,,"Anitha","Niki","Susan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0315"
"HCM","Oracle Me Employee Experience","Celebrate","Redwood: AI Recommendations for Key Communications to Employees",,"11.13.26.07.0","Ready","Published","Ready to use, small scale",,,,"NA","Anitha","Niki","Nigel","Employee Experience to Business Outcome","No","No value to add over rel docs",,"No","N/A","N/A",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0316"
"HCM","Talent Management","Goal Management","Redwood: Configurable Library Goal List of Values",,"11.13.26.07.0","Ready","Ready","Setup Required","Redwood",,,"NA","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","No","N/A","N/A","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/14/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0317-Redwood-ConfigurableLibraryGoalListofValues.pptx?web=1&action=edit",,,"7/14/2026 1:58 AM","Approved",,,"Only Video ID Required","No",,,"7/14/2026 6:22 AM","Vidyashree","7/15/2026 2:00 PM","6401185432112",,"07/15/2026 08:44:39",,"Michael",,,,,,,,"7/15/2026 1:44 AM",,"7/15/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275467","128172","275467","15271460",,,,,,,,,,,"Released (A)",,,"7/15/2026 5:48 AM",,"26CHCM0317"
"HCM","Talent Management","Talent Review","Redwood: Consolidated View of Talent Review Tasks for Managers",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"Medium","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Succession Planning and Talent Review","Become a Certified Talent Management Implementer","Yes","7/15/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0318-Redwood-ConsolidatedViewofTalentReviewTasksforManagers.pptx?web=1&action=edit",,,"7/15/2026 4:01 AM","Approved",,,"Only Video ID Required","No",,,"7/16/2026 4:05 AM","Vidyashree","7/17/2026 12:00 PM","6401368538112",,"07/17/2026 06:41:40",,,,,,,,,,"7/16/2026 11:41 PM",,,,,,,,,,,,,,,,,,"In Setup (A)",,,,,"26CHCM0318"
"HCM","Oracle Me Employee Experience","HCM Communicate","Redwood: Create Employee Communities for Employees with Common Interests",,"11.13.26.07.0","Ready","Published","Setup Required",,,,"NA","Anitha","Niki","Nigel","Employee Experience to Business Outcome","No","Nothing to Show",,"No","N/A","N/A",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0319"
"HCM","Dynamic Skills","Skill Detail","Redwood: Display Side Panel for Adding Skills",,"11.13.26.07.0","Ready","New","Setup Required","Redwood",,,"NA","Anitha","Niki","Sarah",,"Yes",,"No","No",,,,,"Yes","7/10/2026","Combined Bundled NF","Redwood Skills Center Enhancements","Recorded & Uploaded For Review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0320"
"HCM","Talent Management","Goal Management","Redwood: Enable HR Administrators to Publish Organization Goals on Behalf of Executive Leaders",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"Low","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/13/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0321-Redwood-EnableHRAdministratorstoPublishOrganizationGoalsonBehalfofExecutiveLeaders.pptx?web=1&action=edit",,,"7/12/2026 11:30 PM","Approved",,,"Only Video ID Required","No",,,"7/13/2026 2:19 AM","Vidyashree","7/14/2026 1:30 PM","6401097226112",,"07/14/2026 08:06:42",,"Joseph",,,,,,,,"7/14/2026 1:06 AM",,"7/14/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275440","128172","275440","15268725",,,,,,,,,,,"Released (A)",,,"7/14/2026 2:52 PM",,"26CHCM0321"
"HCM","Talent Management","Goal Management","Redwood: Enable Mass Actions for Development Goals from Goals Center",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"Low","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","No","No","N/A","N/A","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management",,"Yes","7/13/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0322-Redwood-EnableMassActionsforDevelopmentGoalsfromGoalsCenter.pptx?web=1&action=edit",,,"7/12/2026 11:30 PM","Approved",,,"Only Video ID Required","No",,,"7/13/2026 2:19 AM","Vidyashree","7/14/2026 1:30 PM","6401096942112",,"07/14/2026 08:06:50",,"Joseph",,,,,,,,"7/14/2026 1:06 AM",,"7/14/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275441","128172","275441","15268727",,,,,,,,,,,"Released (A)",,,"7/14/2026 2:52 PM",,"26CHCM0322"
"HCM","Talent Management","Talent Review","Redwood: Enhanced Rating Display Options in Talent Review Dashboard",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"NA","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","No","No","N/A","N/A","Oracle Fusion Cloud HCM: Succession Planning and Talent Review",,"Yes","7/15/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0323-Redwood-EnhancedRatingDisplayOptionsinTalentReviewDashboard.pptx?web=1&action=edit",,,"7/15/2026 4:01 AM","Approved",,,"Only Video ID Required","No",,,"7/16/2026 4:06 AM","Vidyashree","7/17/2026 12:00 PM","6401369151112",,"07/17/2026 06:41:56",,,,,,,,,,"7/16/2026 11:41 PM","No",,,,,,,,,,,"What's New in Talent Review",,,,,,"In Setup (A)",,,,,"26CHCM0323"
"HCM","Talent Management","Talent Review","Redwood: Enhanced User Experience for Reviewers",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"Low","Anitha","Niki","Nigel","Skills Insight to Workforce Agility","No","No value to add above release docs",,"No","N/A","N/A",,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0324"
"HCM","Talent Management","Performance Management","Redwood: Evaluation Preparation Task in the Performance Document",,"11.13.26.07.0","In Review","Published","Setup Required","Redwood",,,"Low","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/9/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0325-Redwood-EvaluationPreparationTaskinthePerformanceDocument.pptx?web=1&action=edit",,,"7/8/2026 10:29 PM","Approved",,,"Only Video ID Required","No",,,"7/9/2026 4:26 AM","Vidyashree","7/10/2026 10:00 AM","6400767153112",,"07/10/2026 04:47:42",,"Joseph",,,,,,,,"7/9/2026 9:47 PM",,"7/10/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275322","128172","275322","15229076",,,,,,,,,,,"Released (A)",,,"7/10/2026 2:02 PM",,"26CHCM0325"
"HCM","Talent Management","Talent Review","Redwood: Hide Comments Column for Facilitators",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"NA","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Succession Planning and Talent Review","Become a Certified Talent Management Implementer","Yes","7/15/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0326-Redwood-HideCommentsColumnforFacilitators.pptx?web=1&action=edit",,,"7/15/2026 4:01 AM","Approved",,,"Only Video ID Required","No",,,"7/16/2026 4:06 AM","Vidyashree","7/17/2026 12:00 PM","6401370102112",,"07/17/2026 06:42:01",,,,,,,,,,"7/16/2026 11:42 PM",,,,,,,,,,,,,,,,,,"In Setup (A)",,,,,"26CHCM0326"
"HCM","Talent Management","Performance Management","Redwood: Hide Participant Types in Manage Participant Feedback Page",,"11.13.26.07.0","In Review","Published","Setup Required","Redwood",,,"NA","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/9/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0327-Redwood-HideParticipantTypesinManageParticipantFeedbackPage.pptx?web=1&action=edit",,,"7/8/2026 10:29 PM","Approved",,,"Only Video ID Required","No",,,"7/9/2026 4:26 AM","Vidyashree","7/10/2026 10:00 AM","6400766952112",,"07/10/2026 04:47:29",,"Joseph",,,,,,,,"7/9/2026 9:47 PM",,"7/10/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275323","128172","275323","15229080",,,,,,,,,,,"Released (A)",,,"7/10/2026 2:02 PM",,"26CHCM0327"
"HCM","Talent Management","Performance Management","Redwood: Hide Performance Improvement Plan Performance Documents Until Shared with the Employee",,"11.13.26.07.0","In Review","Published","Setup Required","Redwood",,,"Low","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/8/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0328-Redwood-HidePerformanceImprovementPlanPerformanceDocumentsUntilSharedwiththeEmployee.pptx?web=1&action=edit",,,"7/7/2026 11:45 PM","Fixes Completed By CDL",,,"Only Video ID Required","No",,,"7/9/2026 5:28 AM","Vidyashree","7/10/2026 10:00 AM","6400765579112",,"07/10/2026 04:47:21",,"Joseph",,,,,,,,"7/9/2026 9:47 PM",,"7/10/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275324","128172","275324","15229087",,,,,,,,,,,"Released (A)",,,"7/10/2026 2:02 PM",,"26CHCM0328"
"HCM","Oracle Me Employee Experience","HCM Communicate","Redwood: Integrate Slack",,"11.13.26.07.0","New","Published","Setup Required",,,,"NA","Anitha","Niki","Nigel","Employee Experience to Business Outcome","Yes","N/A","No","No","N/A","N/A",,,"Yes","7/21/2026","Single NF","N/A","PPT Completed , Recording WIP",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0329-Redwood-IntegrateSlack.pptx?web=1&action=edit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0329"
"HCM","Dynamic Skills","Skill Center","Redwood: New Administrator Skills Center Experience",,"11.13.26.07.0","Ready","Ready","Setup Required","Redwood",,,"High","Anitha","Niki","Sarah",,"Yes",,"No","No",,,,,"Yes","7/10/2026","Combined Primary NF","Redwood Skills Center Enhancements","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Sarah/26CHCM0330-Redwood-NewAdministratorSkillsCenterExperience.pptx?web=1&action=edit",,,"7/14/2026 5:43 AM","Fixes In Progress",,,"Only Video ID Required","No",,,"7/15/2026 8:12 AM","Vidyashree","7/16/2026 11:30 AM","6401274407112",,"07/16/2026 06:21:26",,"Joseph",,,,,,,,"7/15/2026 11:21 PM","Yes","7/17/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/dynamic-skills/150826/275638","150826","275638","15277995",,,,,"What’s New in Dynamic Skills",,,,,,"Released (A)",,,"7/17/2026 12:18 AM",,"26CHCM0330"
"HCM","Dynamic Skills","Skill Center","Redwood: New Employee Skills Center Experience",,"11.13.26.07.0","Ready","Ready","Setup Required","Redwood",,,"High","Anitha","Niki","Sarah","Skills Insight to Workforce Agility","Yes",,"No","No",,,,,"Yes","7/10/2026","Combined Bundled NF","Redwood Skills Center Enhancements","Recorded & Uploaded For Review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0331"
"HCM","Dynamic Skills","Skill Center","Redwood: New Manager Skills Center Experience",,"11.13.26.07.0","Ready","Ready","Setup Required","Redwood",,,"High","Anitha","Niki","Sarah","Skills Insight to Workforce Agility","Yes",,"No","No",,,,,"Yes","7/10/2026","Combined Bundled NF","Redwood Skills Center Enhancements","Recorded & Uploaded For Review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26CHCM0332"
"HCM","Talent Management","Goal Management","Redwood: Notification for Worker Deleting Own Goal",,"11.13.26.07.0","Ready","Ready","Setup Required","Redwood",,,"NA","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","No","N/A","N/A","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/14/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0333-Redwood-NotificationforWorkerDeletingOwnGoal.pptx?web=1&action=edit",,,"7/14/2026 1:58 AM","Approved",,,"Only Video ID Required","No",,,"7/14/2026 6:23 AM","Vidyashree","7/15/2026 2:00 PM","6401185939112",,"07/15/2026 08:44:45",,"Michael",,,,,,,,"7/15/2026 1:44 AM",,"7/15/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275468","128172","275468","15271462",,,,,,,,,,,"Released (A)",,,"7/15/2026 5:45 AM",,"26CHCM0333"
"HCM","Talent Management","Goal Management","Redwood: Notify Employees When HR Specialists Mass Share Performance Goals",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"NA","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","No","N/A","N/A","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/14/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0334-Redwood-NotifyEmployeesWhenHRSpecialistsMassSharePerformanceGoals.pptx?web=1&action=edit",,,"7/14/2026 1:59 AM","Approved",,,"Only Video ID Required","No",,,"7/14/2026 6:23 AM","Vidyashree","7/15/2026 2:00 PM","6401187007112",,"07/15/2026 08:44:50",,"Michael",,,,,,,,"7/15/2026 1:44 AM",,"7/15/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275469","128172","275469","15271464",,,,,,,,,,,"Released (A)",,,"7/15/2026 5:45 AM",,"26CHCM0334"
"HCM","Talent Management","Performance Management","Redwood: Performance Document Participant Role Displayed In Feedback Center",,"11.13.26.07.0","Ready","Published","Setup Required","Redwood",,,"NA","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/8/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0335-Redwood-PerformanceDocumentParticipantRoleDisplayedInFeedbackCenter.pptx?web=1&action=edit",,,"7/7/2026 11:46 PM","Approved",,,"Only Video ID Required","No",,,"7/9/2026 4:26 AM","Vidyashree","7/10/2026 10:00 AM","6400766695112",,"07/10/2026 04:47:14",,"Joseph",,,,,,,,"7/9/2026 9:47 PM",,"7/10/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275325","128172","275325","15229090",,,,,,,,,,,"Released (A)",,,"7/10/2026 2:02 PM",,"26CHCM0335"
"HCM","Talent Management","Goal Management","Redwood: Restrict Matrix Manager Access to Goals",,"11.13.26.07.0","Ready","Ready","Setup Required","Redwood",,,"NA","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/14/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0336-Redwood-RestrictMatrixManagerAccesstoGoals.pptx?web=1&action=edit",,,"7/14/2026 1:59 AM","Approved",,,"Only Video ID Required","No",,,"7/14/2026 6:23 AM","Vidyashree","7/15/2026 2:00 PM","6401185739112",,"07/15/2026 08:44:58",,"Michael",,,,,,,,"7/15/2026 1:44 AM",,"7/15/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275470","128172","275470","15271466",,,,,,,,,,,"Released (A)",,,"7/15/2026 5:45 AM",,"26CHCM0336"
"HCM","Talent Management","Performance Management","Redwood: Set Default Review Period for Employee and Manager Performance Landing Pages",,"11.13.26.07.0","In Review","Published","Setup Required","Redwood",,,"NA","Anitha","Niki","Nigel","Workforce Goals to Performance","Yes","N/A","Yes","Yes","Oracle Talent Management Cloud 2026 Implementation Professional (1D0-1052-26-D)","Oracle Talent Management Cloud Implementation Professional - Delta (1D0-1052-26-D)","Oracle Fusion Cloud HCM: Configuring Goals and Performance Management","Become a Certified Talent Management Implementer","Yes","7/9/2026","Single NF","N/A","Recorded & Uploaded For Review",,,,,,"https://oracle.sharepoint.com/teams/OUCloudAppsCurriculumProductManagementAutomation/Content%20Files/26C%20NF/HCM/Nigel/26CHCM0337-Redwood-SetDefaultReviewPeriodforEmployeeandManagerPerformanceLandingPages.pptx?web=1&action=edit",,,"7/8/2026 10:29 PM","Approved",,,"Only Video ID Required","No",,,"7/9/2026 4:26 AM","Vidyashree","7/10/2026 10:00 AM","6400766000112",,"07/10/2026 04:46:56",,"Joseph",,,,,,,,"7/9/2026 9:46 PM",,"7/10/2026 12:00 AM",,"https://mylearn.oracle.com/ou/course/whats-new-in-talent-management/128172/275326","128172","275326","15229097",,,,,,,,,,,"Released (A)",,,"7/10/2026 2:02 PM",,"26CHCM0337"
